file	line	macro	category	decision	contract	source
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	406	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute linear_html =~ "run.failed"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	410	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	468	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	511	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute filtered_html =~ "MT-B-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	515	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute second_html =~ "MT-A-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	519	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	567	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "MT-A-PAGE-30"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	568	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "MT-B-PAGE-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	576	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "MT-B-PAGE-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	581	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	619	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute filtered_html =~ "boom-b"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	623	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute second_html =~ "boom-a"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	627	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	667	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute filtered_html =~ "MT-TASKB-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	671	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute second_html =~ "MT-TASKA-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	675	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	182	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	199	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	214	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "operator_task_busy"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	218	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	233	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute projects_html =~ "Linear Workflow State Candidates"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	234	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute projects_html =~ "Suggested State Lists"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	241	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	255	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	262	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute html =~ "Create a workflow from the Web UI to start running agents."
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	266	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	270	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agents_html =~ "Import Settings Package"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	271	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agents_html =~ ~s(name="import[yaml]")
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	275	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ ~s(name="import[kind]")
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	344	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	368	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	394	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agents_html =~ "Imported base prompt."
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	399	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	410	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute projects_html =~ "Workflow configuration checklist"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	411	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute projects_html =~ "Runtime configuration checklist"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	418	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute runtime_html =~ "Workflow configuration checklist"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	419	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute runtime_html =~ "Project configuration checklist"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	423	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	487	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	493	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute projects_html =~ "Draft Configuration"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	494	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute projects_html =~ "Profile Configuration"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	495	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute projects_html =~ "Execution mode:"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	500	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agents_html =~ "Version History"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	501	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agents_html =~ "Draft Configuration"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	502	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agents_html =~ "Execution mode:"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	506	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute runtime_html =~ "Draft Configuration"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	507	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute runtime_html =~ "Profile Configuration"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	508	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute runtime_html =~ "Version History"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	512	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	572	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	608	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Map.has_key?(get_in(workflow.config, ["project"]), "worktree_base_path")
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	609	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Map.has_key?(get_in(workflow.config, ["project"]), "worktree_root")
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	613	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	643	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agent_html =~ ~s(disabled="disabled")
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	661	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute agent_saved_html =~ "Validation failed"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	664	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute runtime_html =~ "Save workflow"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	665	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute runtime_html =~ "Save agent settings"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	666	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute runtime_html =~ "Save project"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	670	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	691	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute Enum.any?(FakePersistence.calls(), fn
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	722	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute Enum.any?(FakePersistence.calls(), fn
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	729	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	734	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Version History"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	735	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute html =~ "Restore workflow settings"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	736	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Restore agent settings"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	737	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "restore_settings_version"
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	751	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	780	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	798	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute default_html =~ ~s(href="/settings/agents?project=)
test/symphony_elixir_web/live/settings_fake_persistence_test.exs	878	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	{:error, reason} -> flunk("expected workflow params to render as raw workflow, got: #{inspect(reason)}")
test/symphony_elixir_web/live/settings_import_fake_persistence_test.exs	27	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/settings_import_fake_persistence_test.exs	43	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute Enum.any?(FakePersistence.calls(), fn
test/symphony_elixir_web/live/settings_projects_live_test.exs	75	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute has_element?(view, ~s(.project-edit-form[data-project-id="fake-project-id"]))
test/symphony_elixir_web/observability_api_history_test.exs	101	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(issue_payload["persisted_issue"], "__meta__")
test/symphony_elixir_web/observability_api_history_test.exs	110	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute inspect(runs_payload) =~ "Ecto.Schema.Metadata"
test/symphony_elixir_web/observability_api_history_test.exs	183	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.alive?(blocked_pid)
test/symphony_elixir_web/proxy_and_health_test.exs	73	refute	security-redline	retain-with-contract	security owning contract	refute inspect(payload) =~ "token"
test/symphony_elixir_web/proxy_headers_test.exs	32	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute conn.private.symphony_proxy_headers_trusted
test/symphony_elixir_web/proxy_headers_test.exs	63	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute conn.private.symphony_proxy_headers_trusted
